,age,workclass,fnlwgt,education,education.num,marital.status,occupation_category,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
19496,adult,Private,208302,10th,6,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,34,United-States,0
19497,young adult,Local-gov,172664,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19498,adult,Private,54611,HS-grad,9,Divorced,Blue Collar,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
19499,late adulthood,Private,631947,10th,6,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
19500,young adult,Private,394484,Some-college,10,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
19501,young adult,?,239120,Bachelors,13,Never-married,,Other,Not-in-family,White,Male,0,0,13,United-States,0
19502,adult,Local-gov,193012,Masters,14,Divorced,,Protective-serv,Not-in-family,Black,Male,0,0,50,United-States,1
19503,adult,Private,84888,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,50,United-States,0
19504,young adult,Private,188503,Bachelors,13,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
19505,young adult,Private,337778,11th,7,Divorced,Blue Collar,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
19506,adult,Self-emp-not-inc,94432,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,55,United-States,1
19507,young adult,Private,168906,Assoc-acdm,12,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
19508,adult,Private,116143,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
19509,adult,Private,128272,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,14,United-States,0
19510,adult,Private,174995,HS-grad,9,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0
19511,young adult,State-gov,289909,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
19512,young adult,Private,154641,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
19513,young adult,Private,203488,Some-college,10,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,0
19514,young adult,Private,141118,Masters,14,Divorced,White Collar,Prof-specialty,Own-child,White,Female,0,0,60,United-States,1
19515,young adult,Private,169589,Some-college,10,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
19516,young adult,Private,137645,Bachelors,13,Never-married,Service,Sales,Not-in-family,Black,Female,0,0,40,United-States,0
19517,adult,Local-gov,489085,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,Black,Male,0,0,40,United-States,0
19518,young adult,Private,36302,Some-college,10,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,50,United-States,0
19519,young adult,Private,253420,HS-grad,9,Separated,Service,Other-service,Unmarried,Black,Female,0,0,25,United-States,0
19520,young adult,Private,269300,HS-grad,9,Separated,Service,Other-service,Not-in-family,Black,Female,0,0,40,United-States,0
19521,young,Private,282609,5th-6th,3,Never-married,Blue Collar,Handlers-cleaners,Other-relative,White,Male,0,0,30,Honduras,0
19522,adult,Private,346978,Bachelors,13,Divorced,White Collar,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
19523,adult,Private,205051,10th,6,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
19524,adult,Private,128736,10th,6,Divorced,Service,Sales,Not-in-family,White,Female,0,0,40,United-States,0
19525,adult,Private,236110,12th,8,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,Cuba,1
19526,young adult,Private,312271,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
19527,adult,Private,126978,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,China,0
19528,adult,Private,204692,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19529,adult,Private,195956,Bachelors,13,Divorced,White Collar,Tech-support,Unmarried,White,Female,0,0,35,United-States,0
19530,adult,State-gov,202682,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,40,United-States,0
19531,young adult,Private,231912,Assoc-voc,11,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,0,37,United-States,0
19532,adult,Local-gov,24982,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
19533,late adulthood,Private,278938,Bachelors,13,Widowed,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,0
19534,adult,Local-gov,36489,10th,6,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
19535,young adult,Local-gov,154874,Some-college,10,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,0,40,United-States,0
19536,adult,Private,74581,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,48,United-States,1
19537,young adult,Self-emp-inc,162164,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19538,adult,Private,239708,11th,7,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,55,United-States,0
19539,adult,Self-emp-not-inc,162856,Some-college,10,Divorced,White Collar,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
19540,adult,Self-emp-inc,85109,Some-college,10,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
19541,young adult,Private,436798,Some-college,10,Married-civ-spouse,White Collar,Tech-support,Husband,White,Male,0,0,40,United-States,0
19542,adult,Private,345363,HS-grad,9,Divorced,White Collar,Exec-managerial,Not-in-family,White,Female,0,0,40,England,0
19543,young adult,Private,49837,Some-college,10,Divorced,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
19544,adult,?,296516,Some-college,10,Married-civ-spouse,,Other,Husband,White,Male,0,0,50,United-States,0
19545,young adult,State-gov,180283,HS-grad,9,Never-married,Service,Other-service,Not-in-family,Black,Female,0,0,40,United-States,0
19546,adult,Local-gov,95639,HS-grad,9,Never-married,Blue Collar,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
19547,adult,Private,33155,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
19548,adult,Private,329059,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,0,40,Italy,1
19549,adult,Private,24694,Some-college,10,Divorced,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
19550,young adult,Private,443855,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,40,Mexico,0
19551,adult,?,294691,HS-grad,9,Married-civ-spouse,,Other,Husband,White,Male,0,0,40,United-States,0
19552,young adult,Private,301867,Some-college,10,Never-married,White Collar,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,35,United-States,0
19553,adult,Private,362835,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,60,United-States,1
19554,young adult,Private,180339,Assoc-acdm,12,Never-married,Service,Sales,Own-child,White,Female,0,0,65,United-States,0
19555,adult,Self-emp-inc,207489,Bachelors,13,Divorced,Service,Sales,Not-in-family,White,Female,0,0,50,Germany,0
19556,adult,Private,336643,HS-grad,9,Never-married,White Collar,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
19557,young adult,Private,143653,Assoc-voc,11,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,50,United-States,0
19558,late adulthood,State-gov,101475,Assoc-acdm,12,Widowed,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
19559,adult,Local-gov,263871,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,0,8,United-States,0
19560,young adult,Self-emp-not-inc,77820,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,1
19561,young adult,Private,95465,HS-grad,9,Never-married,White Collar,Tech-support,Not-in-family,White,Male,0,0,42,United-States,0
19562,young adult,Private,257910,Some-college,10,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,60,United-States,0
19563,young adult,Private,244372,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,0,52,United-States,1
19564,young adult,Self-emp-not-inc,126738,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,0,72,United-States,0
19565,late adulthood,Private,133164,7th-8th,4,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,48,United-States,0
19566,young adult,Self-emp-not-inc,104617,7th-8th,4,Never-married,Service,Other-service,Other-relative,White,Female,0,0,99,Mexico,0
19567,adult,Self-emp-inc,258735,HS-grad,9,Divorced,,Protective-serv,Not-in-family,White,Male,0,0,81,United-States,0
19568,young adult,Private,182926,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,43,United-States,1
19569,young adult,Private,166193,HS-grad,9,Divorced,Blue Collar,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
19570,young adult,Local-gov,206125,10th,6,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,60,United-States,0
19571,adult,Private,346594,HS-grad,9,Divorced,Service,Other-service,Unmarried,White,Female,0,0,40,United-States,0
19572,young adult,Private,108301,HS-grad,9,Separated,Service,Other-service,Unmarried,White,Female,0,0,20,United-States,0
19573,young adult,Private,73498,7th-8th,4,Divorced,Service,Other-service,Unmarried,White,Female,0,0,40,United-States,0
19574,young adult,Private,129150,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,20,United-States,1
19575,young adult,Private,181280,Masters,14,Never-married,Blue Collar,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States,0
19576,adult,Private,146908,Doctorate,16,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
19577,adult,Private,183765,Some-college,10,Divorced,White Collar,Tech-support,Not-in-family,White,Male,0,0,40,?,1
19578,young adult,Private,164488,Bachelors,13,Never-married,White Collar,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
19579,adult,Private,307468,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,50,United-States,0
19580,young adult,Private,93884,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
19581,adult,Private,137658,11th,7,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,Other,Male,0,0,40,Dominican-Republic,0
19582,young adult,Private,101562,Bachelors,13,Never-married,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
19583,young adult,Private,136331,HS-grad,9,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
19584,young adult,Private,259846,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,55,United-States,0
19585,adult,Private,98719,HS-grad,9,Widowed,Service,Other-service,Not-in-family,White,Female,0,0,44,United-States,0
19586,late adulthood,Self-emp-not-inc,168682,7th-8th,4,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,5,United-States,0
19587,adult,Self-emp-not-inc,198953,Assoc-acdm,12,Never-married,White Collar,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,0
19588,adult,?,29115,Some-college,10,Widowed,,Other,Not-in-family,White,Female,0,0,20,United-States,0
19589,young adult,Private,173673,5th-6th,3,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,40,Mexico,0
19590,young adult,Private,67958,Some-college,10,Never-married,Service,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
19591,adult,State-gov,94174,Some-college,10,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0
19592,late adulthood,Self-emp-not-inc,122442,Some-college,10,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,48,United-States,0
19593,late adulthood,Federal-gov,154675,HS-grad,9,Widowed,White Collar,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
19594,adult,Private,116632,HS-grad,9,Divorced,Service,Sales,Not-in-family,White,Male,0,0,60,United-States,1
19595,young,?,238685,11th,7,Divorced,,Other,Not-in-family,White,Female,0,0,40,United-States,0
19596,adult,Private,169031,HS-grad,9,Never-married,Blue Collar,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
19597,adult,Private,237452,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Wife,White,Female,0,0,15,Cuba,1
19598,adult,Private,216968,Bachelors,13,Never-married,Blue Collar,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,?,0
19599,young adult,?,216479,Bachelors,13,Married-civ-spouse,,Other,Wife,White,Female,0,0,24,United-States,1
19600,young,State-gov,126822,Some-college,10,Never-married,White Collar,Prof-specialty,Own-child,White,Female,0,0,15,United-States,0
19601,young adult,Private,54953,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19602,young adult,Private,222654,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19603,young adult,Private,37676,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,0,50,United-States,1
19604,adult,Private,159319,Masters,14,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
19605,young adult,Private,125321,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
19606,young adult,Private,209609,Some-college,10,Married-civ-spouse,White Collar,Tech-support,Husband,White,Male,0,0,40,United-States,1
19607,young adult,Private,224947,Assoc-voc,11,Never-married,Service,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
19608,adult,State-gov,438427,Some-college,10,Divorced,White Collar,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
19609,young adult,Self-emp-not-inc,384276,HS-grad,9,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19610,young adult,Private,196805,Some-college,10,Married-civ-spouse,Blue Collar,Transport-moving,Husband,Black,Male,0,0,65,United-States,0
19611,young adult,Private,242097,Assoc-voc,11,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,0,50,United-States,0
19612,young adult,Private,184306,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
19613,adult,Private,161954,Bachelors,13,Never-married,White Collar,Prof-specialty,Not-in-family,White,Female,0,0,40,Germany,0
19614,late adulthood,Private,258561,Bachelors,13,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,20,United-States,0
19615,adult,Private,212783,HS-grad,9,Divorced,Service,Other-service,Not-in-family,White,Female,0,0,38,United-States,0
19616,young,Private,205004,Some-college,10,Never-married,Service,Other-service,Own-child,White,Male,0,0,26,United-States,0
19617,adult,Local-gov,387844,12th,8,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
19618,young adult,Private,83880,Some-college,10,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
19619,young adult,Private,161155,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,0,40,United-States,0
19620,adult,Local-gov,265698,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Wife,White,Female,0,0,45,United-States,1
19621,adult,Self-emp-inc,146477,Prof-school,15,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
19622,young,Private,97261,HS-grad,9,Never-married,Blue Collar,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
19623,young adult,State-gov,437890,HS-grad,9,Never-married,White Collar,Exec-managerial,Unmarried,Black,Male,0,0,90,United-States,0
19624,young adult,Private,126675,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,0,57,United-States,0
19625,young adult,Private,121768,Assoc-acdm,12,Divorced,White Collar,Adm-clerical,Unmarried,White,Female,0,0,35,Poland,0
